service_request_id,service_request_parent_id,sap_notification_number,requested_datetime,case_age_days,service_name,case_record_type,updated_datetime,status,lat,long,council_district,comm_plan_code,comm_plan_name,park_name,case_origin,referred,public_description
240883,NA,NA,2017-09-30T16:20:00,NA,Other,TSW,,Referred,32.765711,-117.117375,3,59,Mid-City:Normal Heights,,Mobile,This report has been referred to Police CRO ? Mid-City at sdpdmidcity@pd.sandiego.gov,Car blocking driveway
2498407,2474367,NA,2019-01-31T12:45:00,134,Pothole,TSW,,In Process,32.82574874,-117.1489436,6,50,Kearny Mesa,,Mobile,,Lots of potholes on the street
2489529,NA,NA,2019-01-21T06:52:00,0,72 Hour Violation,Parking,2019-01-21T00:00:00,Closed,32.71324927,-117.1452928,8,37,Southeastern San Diego,,Mobile,,Illegal lodging
290292,NA,NA,2018-02-05T10:21:00,0,Graffiti Removal,TSW,2018-02-05T00:00:00,Closed,32.69972568,-117.1325812,8,37,Southeastern San Diego,,Crew/Self Generated,,Graffiti Reported at 567S 28th St
389502,NA,NA,2018-08-07T19:15:00,1,Oversized Vehicle Complaints,Parking,2018-08-08T00:00:00,Closed,32.57363667,-117.0725945,8,25,Otay Mesa-Nestor,,Mobile,,Looks like a dumped trailer in the cul de sac at the end of Paxton drive. Debris all around the trailer
126825,NA,1.50001E+11,2016-12-23T10:15:00,5,Street Sweeping,TSW,2016-12-28T00:00:00,Closed,32.79647489,-117.0708238,7,20,Navajo,,Phone,,bots & screws in the road
302397,NA,NA,2018-03-04T18:03:00,8,Graffiti Removal,TSW,2018-03-12T00:00:00,Closed,32.710648,-117.129433,8,37,Southeastern San Diego,,Mobile,,
325499,NA,NA,2018-04-23T14:50:00,NA,72 Hour Violation,Parking,,Referred,32.94643,-117.234565,1,21,Carmel Valley,,Web,Police - Abandoned Vehicles,Car has been parked for over two weeks in Same location. Car is on the east end of elijah court just before the road goes into apt. Complex it is parked in front of 12627 el Camino real
391897,NA,NA,2018-08-12T13:44:00,8,72 Hour Violation,Parking,2018-08-20T00:00:00,Closed,32.98584,-117.06785,5,3,Carmel Mountain Ranch,,Web,,This vehicle has been parked in the same spot and abandoned in the neighborhood for 5 days.  I have checked with neighbors and no one knows who the car belongs to.
2593107,NA,NA,2019-05-15T16:49:00,1,Missed Collection,ESD Complaint/Report,2019-05-16T00:00:00,Closed,32.8221335,-117.1676731,6,6,Clairemont Mesa,,Phone,,missed recycle
2406496,NA,40300071336,2018-09-22T10:14:00,0,Traffic Signal Timing Issue,TSW,2018-09-22T00:00:00,Closed,32.74965,-117.106938,9,56,Mid-City:City Heights,,Mobile,,the timing is off on all the streets by the freeway it is always backed up
2547106,NA,40300118120,2019-03-26T20:56:00,80,Street Light Out,TSW,,In Process,32.844846,-117.275328,1,10,La Jolla,,Mobile,,NW corner
386790,NA,40300058231,2018-08-02T12:36:00,12,Sidewalk Repair Issue,TSW,2018-08-14T00:00:00,Closed,32.91958453,-117.0724066,5,34,Scripps Miramar Ranch,,Web,,Sidewalk has lifted up several inches and CRACKED leading to a FALL HAZARD (my children have already tripped over the affected area and have fallen several times). This is my second attempt at resolving this issue.
397510,NA,NA,2018-08-22T11:06:00,0,Graffiti Removal,TSW,2018-08-22T00:00:00,Closed,32.73104279,-117.1716343,2,14,Midway-Pacific Highway,,Crew/Self Generated,,Graffiti Reported at 2552 India St
203544,NA,1.50001E+11,2017-06-28T16:58:00,13,Traffic Signal Other Problem,TSW,2017-07-12T00:00:00,Closed,32.79296645,-117.0938527,7,20,Navajo,,Phone,,Crawford going off when no cars are there backing up traffic for east and west bound traffic on zion.
369265,NA,40300055429,2018-07-23T16:06:00,7,Pothole,TSW,2018-07-30T00:00:00,Closed,32.71164,-117.132047,8,37,Southeastern San Diego,,Mobile,,Pothole
101205,NA,1.50001E+11,2016-08-23T10:46:00,8,Traffic Signal Light Out,TSW,2016-08-31T00:00:00,Closed,32.77220536,-117.2511861,2,18,Mission Beach,,Mobile,,Red light is out turn signal
2475351,2470222,NA,2019-01-01T14:05:00,2,Evaluate for Resurfacing,TSW,2019-01-03T00:00:00,Closed,32.79215282,-117.0097387,7,20,Navajo,,Mobile,,This is a small example of the potholes &missing asphalt on our street. Workers came out last week but patched only a few areas on our entire street. This street needs resurfacing.
153539,NA,1.50001E+11,2017-02-27T19:52:00,1,Street Sweeping,TSW,2017-02-28T00:00:00,Closed,32.74777063,-117.175104,3,42,Uptown,,Phone,,MUD & SAND IN STREET FROM THREE FOOT WALL THAT MAY FALL
2533548,NA,NA,2019-03-12T18:13:00,23,72 Hour Violation,Parking,2019-04-04T00:00:00,Closed,32.7536545,-117.227044,2,30,Peninsula,,Web,,"Blue, old Chevy Corvette w/custom CA Plate: ""BAJA-9"" has been parked in the same spot, w/no movement at all, since 12/23/18.  Going on 3 months in same spot.  Pls. Ticket and/or Tow -- 3rd request - Thank you!"
343017,332582,NA,2018-05-31T17:38:00,5,72 Hour Violation,Parking,2018-06-05T00:00:00,Closed,32.7034321,-117.1350357,8,37,Southeastern San Diego,,Web,,This car hasn?t moved in MONTHS! This car needs to get ticketed because it has expired plates. Apparently the parking enforcement isn?t able to handle their job!
286746,NA,1.50001E+11,2018-01-28T11:01:00,30,Street Light Underground Damage,TSW,2018-02-27T00:00:00,Closed,32.73996189,-117.2188118,2,30,Peninsula,,Mobile,,"This is another of many messages re: the light In the intersection of Evergreen & Curtis, the light has been hit again by a car, did not knock it over. A ""resolved"" response has been received, it is not resolved, as previously stated by many neighbors, the bulb is not and LED, hence it puts out very little light, barely lights the pavement underneath the lamp post, reason someone ran into it, they didn't see it in the dark. For whatever reason when the lamp was installed they put in s sodium lamp vs LED that have been installed with new lamp posts. It simply is inadequate, not near as bright as the older bulbs, it does pose a safety issue. I'm hoping an LED will be installed when the other two lamps will get replaced (Locust / Dumas and Clove / Dumas. Thanks for your attention to this issue"
2483991,NA,NA,2019-01-12T18:38:00,18,Graffiti Removal,TSW,2019-01-30T00:00:00,Closed,32.792667,-117.090765,7,20,Navajo,,Mobile,,
173494,156576,NA,2017-04-16T14:14:00,135,Pothole,TSW,2017-08-30T00:00:00,Closed,32.79396341,-117.2390928,2,27,Pacific Beach,,Mobile,,
203983,NA,NA,2017-06-29T13:17:00,78,Graffiti Removal,TSW,2017-09-15T00:00:00,Closed,32.74263,-117.1063917,9,56,Mid-City:City Heights,,Mobile,,Graffiti on alley wall
2401835,2389183,NA,2018-09-17T12:59:00,0,,Storm Water Code Enforcement,2018-09-17T00:00:00,Closed,32.7846931,-117.1111246,7,19,Mission Valley,,Self-Generated,,Over-irrigation observed on 9/17/18.
2513689,NA,40300105306,2019-02-18T09:54:00,116,Paint Striping - Maintain,TSW,,In Process,32.72962877,-117.1738026,2,98,Reserve,,Mobile,,Road repair after pipe installation has obliterated bicycle lane striping and sharrows on southbound Pacific Hwy.
270941,NA,1.50001E+11,2017-12-19T12:09:00,14,Pothole,TSW,2018-01-03T00:00:00,Closed,32.580872,-117.0939048,8,25,Otay Mesa-Nestor,,Web,,Lots of Pot Holes and Large crumpled asphalt on Elm Av between Saturn Bl/18th St.  This is a Public Safety Issue.  Please repair quickly.  Thank you.
103409,NA,NA,2016-09-04T10:49:00,NA,Other,TSW,,Referred,32.76304327,-117.0638028,9,57,Mid-City:Eastern Area,,Web,This report has been referred to Other department at mjwoods@pd.sandiego.gov,Homeless people camping on the CVS Pharmacy / Smart & Final Shopping lot. More and more congregating every week. Please work with manager to have them removed. I can't shop safely there now. Plus they litter and urinate on the lot. Disgusting
2420742,NA,NA,2018-10-11T08:57:00,8,72 Hour Violation,Parking,2018-10-19T00:00:00,Closed,32.74128,-117.12723,3,28,North Park,,Web,,Vehicle parked for over 1 week.
2620301,2620286,NA,2019-06-12T12:32:00,0,Other,TSW,2019-06-12T00:00:00,Closed,32.749817,-117.204728,2,14,Midway-Pacific Highway,,Mobile,This report has been referred to TSW Sanitation (Human Excrement) at sanreq@sandiego.gov,This guy flung poop on me this morning
230711,NA,40300012429,2017-09-03T22:31:00,248,Street Light Out,TSW,2018-05-10T00:00:00,Closed,32.7574564,-117.2238949,2,30,Peninsula,,Web,,Two problems with this streetlight.  There's no light bulb inside and the glass cover that would protect the bulb is missing.  This is the street light at the start of the bridge going north.
165065,NA,1.50001E+11,2017-03-24T15:34:00,4,Paint Curb - Maintain,TSW,2017-03-29T00:00:00,Closed,32.7374661,-117.1607283,3,42,Uptown,,Web,,The Loading Zone are is faded and a suggestion is that a sign should be posted.
172109,NA,1.50001E+11,2017-04-12T12:43:00,99,Pothole,TSW,2017-07-21T00:00:00,Closed,32.7571494,-117.0685582,9,57,Mid-City:Eastern Area,,Web,,"There is a very LARGE Pothole right next to 60th Street and Dipper Street in the 92114 zip code. This is a very narrow street and leads to Federal Blvd., and drivers are driving over the 'double yellow' lines, into oncoming traffic to avoid this Pothole. Can you please expedite a request to get this Pothole filled/fixed as soon as possible? Thanks for your help in keeping our streets SAFE."
115884,NA,1.50001E+11,2016-11-03T08:01:00,19,Pothole,TSW,2016-11-22T00:00:00,Closed,32.778403,-117.067095,9,38,College Area,,Mobile,,Pothole
2479646,NA,NA,2019-01-07T16:05:00,2,Missed Collection,ESD Complaint/Report,2019-01-09T00:00:00,Closed,32.8035463,-117.0140758,7,20,Navajo,,Web,,"My trash and recycling should have been picked up on Saturday, the 5th. I had them out at the curb, as usual, on Friday night. They are not heavy and my bins are in good condition. I don't know why they weren't collected."
2566257,NA,NA,2019-04-17T13:00:00,1,Collections Truck Spill,ESD Complaint/Report,2019-04-18T00:00:00,Closed,32.7465099,-117.1711193,3,42,Uptown,,Web,,The driver threw the trash up and over the truck and spilled out a bag of trash which is now all over the street.  I can send the video details of the incident showing the problem.
202668,NA,NA,2017-06-26T18:32:00,NA,Graffiti Removal,TSW,,Referred,32.72269447,-117.1294682,3,8,Greater Golden Hill,,Mobile,This report has been referred to Graffiti ? SDGE Poles and Boxes at aesgraffitihotline4sdge@yahoo.com,Current graffiti on SDG&E transformer box in front of 1612 Fern St. the graffiti is on the side facing the house
2565971,NA,NA,2019-04-17T09:28:00,0,Parking Zone Violation,Parking,2019-04-17T00:00:00,Closed,32.70648,-117.12899,8,37,Southeastern San Diego,,Web,,Overparked in 15-minute Green Zone
273964,NA,NA,2017-12-29T16:28:00,11,Graffiti Removal,TSW,2018-01-09T00:00:00,Closed,32.76344769,-117.1152864,3,59,Mid-City:Normal Heights,,Mobile,,
2545706,NA,40300117810,2019-03-25T15:44:00,81,Sidewalk Repair Issue,TSW,,In Process,32.83972004,-117.2790854,1,10,La Jolla,,Mobile,,
263604,NA,NA,2017-11-29T15:58:00,NA,Illegal Dumping,ESD Complaint/Report,,Referred,32.7469773,-117.1126702,9,56,Mid-City:City Heights,,Web,This report has been referred to Police CRO ? Mid-City at sdpdmidcity@pd.sandiego.gov,"Directly behind our 10 unit property is the Cherokee Middle School and Cherokee Point community park.  Half a block away the city is in the process of making significant improvements to Park De La Cruz.  Approximately 2 months ago homeless camps have started to spring up in the alley behind our property adjacent to the park, which many families and small children use daily.  PD has been called for multiple disturbances with no improvement.  At this time another camp has sprung up on the other side of the alley and the homeless population/disturbances have increased.  This is also causing loud noises/fights at night and the area is quickly starting to look similar to East Village.  Meanwhile many small children attend the school, visit the park and walk the area.  No doubt drug use happening, and pretty reasonable to assume weapons could be at these camps posing a danger.  Kelvin Barrios is aware of the issue and agrees this needs to be addressed ASAP."
2611156,NA,NA,2019-06-03T18:35:00,NA,Other,TSW,2019-06-03T00:00:00,Referred,32.75468191,-117.2483148,2,17,Mission Bay Park,MISSION BAY PARK,Mobile,This report has been referred to Park and Recreation at askparks@sandiego.gov,MISSING TRASH CAN!!!! Please replace the trash can that was here. High traffic area!!!Beach goers need a place for their trash and Dog Waste at this specific location. This is my third request. With Summer here we need this trash can for our beaches to stay clean!!!
162394,NA,NA,2017-03-17T19:47:00,NA,Other,TSW,,Referred,32.74645,-117.192006,2,14,Midway-Pacific Highway,,Mobile,This report has been referred to Police CRO ? Western at sdpdwestern@pd.sandiego.gov,RV PARKED ON CITY LAND AND PEOPLE LIVING IN RV. Has been parked there two days now and they are making a mess.
87724,NA,1.50001E+11,2016-06-13T13:19:00,22,Traffic Signal Other Problem,TSW,2016-07-06T00:00:00,Closed,32.87401923,-117.2074227,1,99,University,,Phone,,"SHORT GREEN, ONLY ALLOWS 2 CARS."
339812,NA,NA,2018-05-24T13:55:00,NA,Other,TSW,,Referred,32.752297,-117.226812,2,30,Peninsula,,Mobile,This report has been referred to Police CRO ? Western at sdpdwestern@pd.sandiego.gov,Constant loitering. Police have removed him in the past but continues to do so.
2593996,NA,NA,2019-05-16T13:39:00,6,72 Hour Violation,Parking,2019-05-22T00:00:00,Closed,32.80120721,-117.2524992,2,27,Pacific Beach,,Mobile,,
2440682,NA,NA,2018-11-08T12:11:00,4,Potential Missed Collection,ESD Complaint/Report,2018-11-12T00:00:00,Closed,32.6798664,-117.0510433,4,44,Skyline-Paradise Hills,,Phone,,Missed Trash.
329708,NA,40300027988,2018-05-02T16:28:00,7,Pothole,TSW,2018-05-09T00:00:00,Closed,32.83369497,-117.2491926,1,10,La Jolla,,Web,,People turning left from la Jolla Scenic South onto Cardeno run over this area while turning.
195484,NA,1.50001E+11,2017-06-08T09:18:00,85,Pothole,TSW,2017-09-01T00:00:00,Closed,32.71468,-117.159243,3,4,Downtown,,Mobile,,Potholes in the intersection.
2398479,NA,NA,2018-09-12T13:31:00,22,72 Hour Violation,Parking,2018-10-04T00:00:00,Closed,32.69861154,-117.0478421,4,44,Skyline-Paradise Hills,,Mobile,,Illegal parked 72 hours
259007,NA,NA,2017-11-16T07:28:00,NA,72 Hour Violation,Parking,,Referred,32.7151127,-117.1457461,3,8,Greater Golden Hill,,Web,This report has been referred to Police Department at SDPDabandonedcars@pd.sandiego.gov,
2557634,NA,40300121311,2019-04-08T07:55:00,0,Traffic Sign - Maintain,TSW,2019-04-08T00:00:00,Closed,32.56281192,-117.066681,8,33,San Ysidro,,Mobile,,Stop sign down
90390,NA,1.50001E+11,2016-06-27T19:28:00,8,Trim Tree for Peds/Vehicle Clearance,TSW,2016-07-06T00:00:00,Closed,32.6938754,-117.1293444,8,2,Barrio Logan,,Web,,"Tree branches along both sides of Boston Avenue are blocking the pedestrian walkways.  The weeds, unkempt shrubs, and overgrown tree branches are infringing upon the sidewalk, pedestrian space along the sidewalk on Boston Avenue between S. 28th and S. 32nd Street.  This creates a trip and fall hazard for pedestrians and it is an aesthetic nuisance."
206264,NA,1.50001E+11,2017-07-06T08:30:00,7,Paint Curb - Maintain,TSW,2017-07-13T00:00:00,Closed,32.7415629,-117.1297926,3,28,North Park,,Web,,"Someone (owner of house for sale) has painted their curb rainbow colors.  This is the portion of the block that is east of Skelly's Auto Shop.   I reported this in the ""curb"" section a couple weeks ago but perhaps I should have reported it here.  I am pretty sure that the city did not paint their property like this.  Thank you."
2433794,NA,40300079089,2018-10-29T16:57:00,2,Pothole,TSW,2018-10-31T00:00:00,Closed,32.8280875,-117.2684153,1,10,La Jolla,,Web,,THREE potholes in front of driveway and a little left of driveway @6541 Avenida Manana.
145151,NA,NA,2017-02-04T21:58:00,NA,Other,TSW,,Referred,32.70790399,-117.138055,8,37,Southeastern San Diego,,Mobile,This report has been referred to Parking (Enforcement ? SDPD) at jaud@pd.sandiego.gov,"Illegally parked vehicle. 5th night in a row. 6th report on this app. Clearly parking enforcement is not monitoring this alley nor ticketing illegally parked cars. Which would explain why this specific vehicle, license plate #6JIK856, parks in the same exact spot night after night. What's the point of reporting these issues if no one will follow up. Waste of my time :("
2401508,NA,NA,2018-09-17T08:33:00,2,Potential Missed Collection,ESD Complaint/Report,2018-09-19T00:00:00,Closed,32.85505543,-117.2540052,1,10,La Jolla,,Phone,,
231140,NA,NA,2017-09-05T09:15:00,64,Graffiti Removal,TSW,2017-11-08T00:00:00,Closed,32.74490833,-117.1084528,9,56,Mid-City:City Heights,,Mobile,,Graffiti on house
2538417,NA,NA,2019-03-17T12:36:00,NA,Other,TSW,,Referred,32.74022,-117.2387167,2,30,Peninsula,,Mobile,This report has been referred to Police CRO ? Western at sdpdwestern@pd.sandiego.gov,"This unidentified utility trailer appeared on our curb right under my bedroom window two nights ago and is scaring me. This guy really needs to be moved, this is a safety issue!I do not understand how people are allowed to do this in the city now. What is happening to our city?It is located on Venice Street, on the side of 4301 Santa Monica Ave."
2403324,NA,NA,2018-09-18T17:41:00,71,Illegal Dumping,ESD Complaint/Report,2018-11-28T00:00:00,Closed,32.7039762,-117.1483734,8,2,Barrio Logan,,Mobile,,illegal dumping trash and human excrement. Property owners should secure he broken gate doors to avoid.
203933,NA,40300011431,2017-06-29T11:46:00,471,Evaluate Tree for Removal/Root Prune,TSW,2018-10-14T00:00:00,Closed,32.74096913,-117.1352001,3,28,North Park,,Phone,,"TREE GROWING IN ALLEY, FROM/NEAR POLE. STARTING TO BLOCK ACCESS TO GARAGE AND BECOMING HAZARD FOR VEHICLE PASSING THROUGH ALLEY."
200206,NA,NA,2017-06-20T20:19:00,NA,72 Hour Violation,Parking,,Referred,32.8349331,-117.2184903,2,6,Clairemont Mesa,,Web,This report has been referred to Police Department at SDPDabandonedcars@pd.sandiego.gov,
324855,NA,NA,2018-04-21T20:40:00,26,Graffiti Removal,TSW,2018-05-18T00:00:00,Closed,32.58057833,-117.0946805,8,25,Otay Mesa-Nestor,,Mobile,,Their is graffiti on the sidewalk near the corner of 18th and Elm Ave on the side of St Charles Catholic Elementary School
88562,NA,1.50001E+11,2016-06-17T10:59:00,28,Graffiti Removal,TSW,2016-07-15T00:00:00,Closed,32.7540082,-117.0599242,4,57,Mid-City:Eastern Area,,Mobile,,
2397987,NA,NA,2018-09-12T08:04:00,8,Potential Missed Collection,ESD Complaint/Report,2018-09-20T00:00:00,Closed,32.7037883,-117.1136409,9,37,Southeastern San Diego,,Phone,,Missed trash
185566,NA,NA,2017-05-16T10:24:00,NA,Other,TSW,,Referred,32.83988365,-117.0847502,7,47,Tierrasanta,,Mobile,This report has been referred to Water and Sewer (PUD) at water@sandiego.gov,Water meter? Metal Cover plate in public area - beehives under the cover.  Large swarm has been there for over a year. Might not be an issue except when/if meters need to be read.
2523337,NA,40300108748,2019-02-28T10:04:00,36,Street Light Out,TSW,2019-04-05T00:00:00,Closed,32.9451887,-117.2171488,1,21,Carmel Valley,,Mobile,,Lights are out.
2398923,2398795,NA,2018-09-13T07:33:00,4,Pothole,TSW,2018-09-17T00:00:00,Closed,32.73016008,-117.1057809,9,56,Mid-City:City Heights,,Mobile,,
2447755,NA,NA,2018-11-19T10:57:00,NA,Graffiti Removal,TSW,,Referred,32.74534776,-117.1101886,9,56,Mid-City:City Heights,PARK DE LA CRUZ NP,Mobile,This report has been referred to Park and Recreation at askparks@sandiego.gov,
175345,NA,40300010922,2017-04-20T11:33:00,490,Sidewalk Repair Issue,TSW,2018-08-23T00:00:00,Closed,32.94852749,-117.2468278,1,40,Torrey Pines,,Web,,Metal utility cover spanning the width of the sidewalk is corroded at one end and warped - concave.  Hazard for walkers.South side of Del Mar Heights Road between Portofino Dr. and Mango Dr.
2560312,NA,NA,2019-04-10T13:44:00,34,Encroachment,ESD Complaint/Report,2019-05-14T00:00:00,Closed,32.76658333,-117.0870222,9,58,Mid-City:Kensington-Talmadge,,Mobile,,"Basketball hoop completely blocking ramp for at least a year and now falling over second time in a couple weeks. Many children love and play in this street and I'm concerned someone could get hurt, aside from the obvious issue of it being in the road/blocking a ramp."
2565891,NA,NA,2019-04-17T08:41:00,0,Parking Zone Violation,Parking,2019-04-17T00:00:00,Closed,32.7615889,-117.2492231,2,18,Mission Beach,,Mobile,,White Mercedes E300 parked in red zone
2520846,NA,40300107916,2019-02-25T16:32:00,99,Engineering - Traffic Signal Timing Review,Traffic Engineering,2019-06-04T00:00:00,Closed,32.76975027,-117.1656532,7,19,Mission Valley,,Web,,"The traffic light timing needs to be evaluated along the stretch of Friars in front of Fashion Valley Mall.  Adaptive technology is currently being utilized for this stretch, however with the construction the timing is off.  Staff needs to evaluate.  This request is from the Council Office."
2428807,NA,NA,2018-10-22T20:57:00,91,72 Hour Violation,Parking,2019-01-21T00:00:00,Closed,32.83515,-117.09678,7,47,Tierrasanta,,Web,,"Car has not moved more than a week, and doesn't have a proper license plate"
2528859,NA,NA,2019-03-07T07:39:00,0,Oversized Vehicle Complaints,Parking,2019-03-07T00:00:00,Closed,32.749405,-117.24688,2,23,Ocean Beach,,Mobile,,
2576081,NA,NA,2019-04-27T13:49:00,0,Illegal Dumping,ESD Complaint/Report,2019-04-27T00:00:00,Closed,32.5586029,-117.0494105,8,33,San Ysidro,,FO Self Generate,,three pallets
175246,NA,1.50001E+11,2017-04-20T08:52:00,103,Pothole,TSW,2017-08-01T00:00:00,Closed,32.7188361,-117.1610991,3,4,Downtown,,Web,,"There is a pothole at intersection of 4th and A street, and has been there for 6-8 weeks."
2406550,NA,NA,2018-09-22T11:52:00,3,Missed Collection,ESD Complaint/Report,2018-09-25T00:00:00,Closed,32.762457,-117.1045464,9,58,Mid-City:Kensington-Talmadge,,Mobile,,"Recycling was not picked up on Friday, Sept. 22. Bin is completely full."
100597,NA,1.50001E+11,2016-08-19T12:53:00,52,Sidewalk Repair Issue,TSW,2016-10-11T00:00:00,Closed,32.81672635,-117.2034926,2,6,Clairemont Mesa,,Phone,,RAMP SIDEWALK NEAR TREE. SIDEWALK BUCKLING.
2476929,NA,NA,2019-01-03T16:04:00,5,Graffiti Removal - Code Enforcement,TSW,2019-01-08T00:00:00,Closed,32.834578,-117.183795,6,6,Clairemont Mesa,,Mobile,,
393398,213152,NA,2018-08-15T09:29:00,NA,Sidewalk Repair Issue,TSW,,Referred,32.715831,-117.139313,3,8,Greater Golden Hill,,Mobile,This report has been referred to Environmental Services at trash@sandiego.gov,"Garbage overload in stairwell on side of in front of, all over"
161298,NA,1.50001E+11,2017-03-15T12:33:00,27,Street Light Out,TSW,2017-04-12T00:00:00,Closed,32.8297011,-117.1028781,7,47,Tierrasanta,,Web,,"The city light is out @ MONTEGO PL S/O MONTEGO DR 140' W , light in front of 5366 Montego Pl. San DiegoPole # 5366"
2476432,NA,NA,2019-01-03T09:09:00,NA,Other,TSW,,Referred,32.82603497,-117.1792049,6,6,Clairemont Mesa,,Mobile,This report has been referred to AT&T Fix It at attfixit@amcustomercare.att-mail.com,AT&T phone line down
231355,NA,1.50001E+11,2017-09-05T14:55:00,3,Traffic Sign - Maintain,TSW,2017-09-09T00:00:00,Closed,32.84668006,-117.2738746,1,10,La Jolla,,Mobile,,
2603451,NA,40300134134,2019-05-27T16:05:00,18,Traffic Signal Light Out,TSW,2019-06-14T00:00:00,Closed,32.806608,-117.07896,7,20,Navajo,,Mobile,,Mission gorge at princess view. Red light out
142901,NA,1.50001E+11,2017-01-30T16:15:00,16,Traffic Signal Light Out,TSW,2017-02-16T00:00:00,Closed,32.71131222,-117.169189,3,4,Downtown,,Web,,Green left arrow to turn left onto Harbor Dr going west is out. It's on the arm.
275584,NA,1.50001E+11,2018-01-03T14:12:00,14,Trim Tree for Peds/Vehicle Clearance,TSW,2018-01-18T00:00:00,Closed,32.90174169,-117.1218149,6,15,Mira Mesa,,Phone,,"TRIM TREE, TREE LOCATED ON MAYA LINDA"
259739,NA,NA,2017-11-17T16:33:00,NA,72 Hour Violation,Parking,,Referred,32.8227722,-117.1674102,6,6,Clairemont Mesa,,Web,This report has been referred to Police Department at SDPDabandonedcars@pd.sandiego.gov,
339516,NA,NA,2018-05-23T19:09:00,0,Traffic Signal Timing Issue,TSW,2018-05-23T00:00:00,Closed,32.9189249,-117.177674,6,15,Mira Mesa,,Web,,WHY DOES THIS SIGNAL NO LONGER DETECT WESTBOUND TRAFFIC?  You have to be within 10 feet of the crosswalk before it notices that there is traffic when the left turn signal initiates for those turning left; then it will turn green and allow traffic to continue.  It used to always turn green for through traffic whenever the left turn signal turned green unless there are U-turns by eastbound traffic.  There is no reason to stop westbound traffic in this situation.  CALLE CRISTOBAL - SORRENTO VALLEY BLVD SHOULD BE CONSIDERED THE MAIN THOROUGHFARE AND TRAFFIC ALLOWED TO FLOW CONTINUOUSLY UNTIL TRIPPED ON CAMINO SANTA FE.
83218,NA,1.50001E+11,2016-06-02T20:06:00,5,Graffiti Removal,TSW,2016-06-08T00:00:00,Closed,32.80153449,-117.1513519,7,35,Serra Mesa,,Web,,"Green graffiti on green utility box, west side of Berger Ave."
317039,NA,40300020888,2018-04-05T14:07:00,11,Street Light on During Day,TSW,2018-04-16T00:00:00,Closed,32.94819,-117.2340647,1,21,Carmel Valley,CARMEL VALLEY CP,Web,,Lights at tennis courts at the carmel valley rec center.  need assistance on how to turn on/off lights to check on the new L.E D lights we are installing. asking to have city worker to come out in near future to help.John DeLilleCarmel Valley Tennis858-349-1263
2590305,NA,NA,2019-05-13T11:08:00,0,Graffiti Removal,TSW,2019-05-13T00:00:00,Closed,32.76343286,-117.1190197,3,59,Mid-City:Normal Heights,,Crew/Self Generated,,Graffiti Reported at 3450 Adams Ave
162310,NA,NA,2017-03-17T16:09:00,NA,Illegal Dumping,ESD Complaint/Report,,Referred,32.72973379,-117.1028614,9,56,Mid-City:City Heights,,Mobile,This report has been referred to Environmental Services Department at trash@sandiego.gov,
148666,NA,40300009298,2017-02-14T15:56:00,846,Evaluate for Resurfacing,TSW,,In Process,32.72102407,-117.0290526,4,44,Skyline-Paradise Hills,,Mobile,,"Street needs sealcoat,street has never had any preventive maintenance."
2460534,2460527,NA,2018-12-08T08:01:00,54,Pothole,TSW,2019-02-01T00:00:00,Closed,32.90835837,-117.1329407,6,15,Mira Mesa,,Mobile,,
272053,NA,NA,2017-12-22T11:35:00,NA,72 Hour Violation,Parking,,Referred,32.74687784,-117.2413067,2,23,Ocean Beach,,Mobile,This report has been referred to Police Department at SDPDabandonedcars@pd.sandiego.gov,
90999,NA,NA,2016-06-30T17:15:00,NA,72 Hour Violation,Parking,,Referred,32.56957155,-117.0567652,8,25,Otay Mesa-Nestor,,Mobile,,
243132,NA,NA,2017-10-06T12:04:00,NA,Other,TSW,,Referred,32.7157835,-117.148366,3,4,Downtown,,Web,This report has been referred to appropriate department or agency at Cskiffington@sandiego.gov,
174376,NA,1.50001E+11,2017-04-18T13:05:00,69,Pothole,TSW,2017-06-27T00:00:00,Closed,32.78926446,-117.1085599,7,19,Mission Valley,,Web,,Eastbound on Friars Rd left lane just past Rancho Mission Rd.
2424386,NA,NA,2018-10-16T14:29:00,1,Missed Collection,ESD Complaint/Report,2018-10-17T00:00:00,Closed,32.7338933,-117.2451292,2,30,Peninsula,,Phone,,
245962,NA,NA,2017-10-14T07:41:00,NA,Illegal Dumping,ESD Complaint/Report,,Referred,32.72255333,-117.1411222,3,1,Balboa Park,BALBOA PARK,Mobile,This report has been referred to Environmental Services at trash@sandiego.gov,Trash in the canyon on 26th st
304219,NA,1.50001E+11,2018-03-07T22:33:00,2,SW/CURB - Sidewalk and/or Curb Maintenance Pedestrian Ramp Installation/Maintenance,TSW,2018-03-09T00:00:00,Closed,32.74106869,-117.1373216,3,28,North Park,,Mobile,,"No ADA ramps on the sidewalk adjacent to WB Upas St, which crosses the alley in between Arizona St & Arnold Ave. May make it hard for people in wheelchairs to cross."
278685,NA,1.50001E+11,2018-01-10T16:33:00,8,Pothole,TSW,2018-01-19T00:00:00,Closed,32.75707345,-117.1264528,3,28,North Park,,Web,,Potholes between 4360 and 4399 Iowa St.
2605267,NA,NA,2019-05-29T11:22:00,2,Missed Collection,ESD Complaint/Report,2019-05-31T00:00:00,Closed,NA,NA,NA,NA,,,Phone,,Missed trash
