"csdspcode","name","p.code","p.value","depth.zone"
791,"Lytechinus pictus","P273",-16.35877489,"deep"
791,"Lytechinus pictus","P273",-9.248964496,"mid"
791,"Lytechinus pictus","P273",8.008855652,"shallow"
2435,"Macoma carlottensis","P274",76.71107875,"deep"
2435,"Macoma carlottensis","P274",115.8216699,"mid"
2435,"Macoma carlottensis","P274",106.0361264,"shallow"
696,"Macoma nasuta","P275",NA,"deep"
696,"Macoma nasuta","P275",154.5635555,"mid"
696,"Macoma nasuta","P275",125.3268155,"shallow"
643,"Macoma yoldiformis","P276",73.70203341,"deep"
643,"Macoma yoldiformis","P276",69.99971652,"mid"
643,"Macoma yoldiformis","P276",19.72586582,"shallow"
921,"Simomactra falcata","P277",NA,"deep"
921,"Simomactra falcata","P277",NA,"mid"
921,"Simomactra falcata","P277",17.96820095,"shallow"
1672,"Mactridae","P277",NA,"deep"
1672,"Mactridae","P277",NA,"mid"
1672,"Mactridae","P277",17.96820095,"shallow"
1820,"Mactromeris hemphilli","P277",NA,"deep"
1820,"Mactromeris hemphilli","P277",NA,"mid"
1820,"Mactromeris hemphilli","P277",17.96820095,"shallow"
1953,"Mactrotoma californica","P277",NA,"deep"
1953,"Mactrotoma californica","P277",NA,"mid"
1953,"Mactrotoma californica","P277",17.96820095,"shallow"
1313,"Maera similis","P278",-40.30323706,"deep"
1313,"Maera similis","P278",-22.72199901,"mid"
1313,"Maera similis","P278",20.72695838,"shallow"
45,"Magelona pitelkai","P279",NA,"deep"
45,"Magelona pitelkai","P279",52.91014147,"mid"
45,"Magelona pitelkai","P279",NA,"shallow"
47,"Magelona sacculata","P280",NA,"deep"
47,"Magelona sacculata","P280",32.34393909,"mid"
47,"Magelona sacculata","P280",-8.298830681,"shallow"
360,"Magelona longicornis","P281",-29.05480294,"deep"
360,"Magelona longicornis","P281",29.52482183,"mid"
360,"Magelona longicornis","P281",26.80840491,"shallow"
849,"Magelona sp A","P281",-29.05480294,"deep"
849,"Magelona sp A","P281",29.52482183,"mid"
849,"Magelona sp A","P281",26.80840491,"shallow"
1065,"Magelona berkeleyi","P281",-29.05480294,"deep"
1065,"Magelona berkeleyi","P281",29.52482183,"mid"
1065,"Magelona berkeleyi","P281",26.80840491,"shallow"
1411,"Magelona hartmanae","P281",-29.05480294,"deep"
1411,"Magelona hartmanae","P281",29.52482183,"mid"
1411,"Magelona hartmanae","P281",26.80840491,"shallow"
1542,"Magelona sp SD10","P281",-29.05480294,"deep"
1542,"Magelona sp SD10","P281",29.52482183,"mid"
1542,"Magelona sp SD10","P281",26.80840491,"shallow"
1620,"Magelona riojai","P281",-29.05480294,"deep"
1620,"Magelona riojai","P281",29.52482183,"mid"
1620,"Magelona riojai","P281",26.80840491,"shallow"
1847,"Magelona hobsonae","P281",-29.05480294,"deep"
1847,"Magelona hobsonae","P281",29.52482183,"mid"
1847,"Magelona hobsonae","P281",26.80840491,"shallow"
2388,"Magelona sp B","P281",-29.05480294,"deep"
2388,"Magelona sp B","P281",29.52482183,"mid"
2388,"Magelona sp B","P281",26.80840491,"shallow"
899,"Malacoceros indicus","P282",NA,"deep"
899,"Malacoceros indicus","P282",-34.40974342,"mid"
899,"Malacoceros indicus","P282",NA,"shallow"
250,"Maldane sarsi","P283",17.30947982,"deep"
250,"Maldane sarsi","P283",9.273021878,"mid"
250,"Maldane sarsi","P283",18.30797096,"shallow"
1058,"Malmgreniella baschi","P284",9.458518486,"deep"
1058,"Malmgreniella baschi","P284",-2.572763377,"mid"
1058,"Malmgreniella baschi","P284",24.33431854,"shallow"
73,"Malmgreniella scriptoria","P285",-0.049835111,"deep"
73,"Malmgreniella scriptoria","P285",-0.695429075,"mid"
73,"Malmgreniella scriptoria","P285",NA,"shallow"
7,"Marphysa disjuncta","P286",41.15004824,"deep"
7,"Marphysa disjuncta","P286",23.24032203,"mid"
7,"Marphysa disjuncta","P286",34.5888423,"shallow"
167,"Marphysa sp","P286",41.15004824,"deep"
167,"Marphysa sp","P286",23.24032203,"mid"
167,"Marphysa sp","P286",34.5888423,"shallow"
2339,"Marphysa mortenseni","P286",41.15004824,"deep"
2339,"Marphysa mortenseni","P286",23.24032203,"mid"
2339,"Marphysa mortenseni","P286",34.5888423,"shallow"
2554,"Marphysa stylobranchiata","P286",41.15004824,"deep"
2554,"Marphysa stylobranchiata","P286",23.24032203,"mid"
2554,"Marphysa stylobranchiata","P286",34.5888423,"shallow"
385,"Mayerella banksia","P287",-36.98134698,"deep"
385,"Mayerella banksia","P287",-15.86540471,"mid"
385,"Mayerella banksia","P287",4.689223221,"shallow"
203,"Mediomastus sp","P288",20.53446279,"deep"
203,"Mediomastus sp","P288",59.255275,"mid"
203,"Mediomastus sp","P288",96.32479642,"shallow"
1178,"Mediomastus acutus","P288",20.53446279,"deep"
1178,"Mediomastus acutus","P288",59.255275,"mid"
1178,"Mediomastus acutus","P288",96.32479642,"shallow"
1501,"Mediomastus ambiseta","P288",20.53446279,"deep"
1501,"Mediomastus ambiseta","P288",59.255275,"mid"
1501,"Mediomastus ambiseta","P288",96.32479642,"shallow"
119,"Megalomma pigmentum","P289",NA,"deep"
119,"Megalomma pigmentum","P289",21.7969018,"mid"
119,"Megalomma pigmentum","P289",8.681513959,"shallow"
641,"Megasurcula carpenteriana","P290",NA,"deep"
641,"Megasurcula carpenteriana","P290",7.159480545,"mid"
641,"Megasurcula carpenteriana","P290",NA,"shallow"
611,"Polygireulima rutila","P291",-6.52559234,"deep"
611,"Polygireulima rutila","P291",16.45856702,"mid"
611,"Polygireulima rutila","P291",4.102250445,"shallow"
1215,"Balcis oldroydae","P291",-6.52559234,"deep"
1215,"Balcis oldroydae","P291",16.45856702,"mid"
1215,"Balcis oldroydae","P291",4.102250445,"shallow"
1285,"Vitreolina columbiana","P291",-6.52559234,"deep"
1285,"Vitreolina columbiana","P291",16.45856702,"mid"
1285,"Vitreolina columbiana","P291",4.102250445,"shallow"
1333,"Melanella rosa","P291",-6.52559234,"deep"
1333,"Melanella rosa","P291",16.45856702,"mid"
1333,"Melanella rosa","P291",4.102250445,"shallow"
1558,"Balcis berryi","P291",-6.52559234,"deep"
1558,"Balcis berryi","P291",16.45856702,"mid"
1558,"Balcis berryi","P291",4.102250445,"shallow"
2078,"Vitreolina macra","P291",-6.52559234,"deep"
2078,"Vitreolina macra","P291",16.45856702,"mid"
2078,"Vitreolina macra","P291",4.102250445,"shallow"
2336,"Vitreolina sp","P291",-6.52559234,"deep"
2336,"Vitreolina sp","P291",16.45856702,"mid"
2336,"Vitreolina sp","P291",4.102250445,"shallow"
2394,"Balcis micans","P291",-6.52559234,"deep"
2394,"Balcis micans","P291",16.45856702,"mid"
2394,"Balcis micans","P291",4.102250445,"shallow"
607,"Melanochlamys diomedea","P292",NA,"deep"
607,"Melanochlamys diomedea","P292",65.1710658,"mid"
607,"Melanochlamys diomedea","P292",11.67341657,"shallow"
1609,"Melinna heterodonta","P293",24.66106149,"deep"
1609,"Melinna heterodonta","P293",20.79775992,"mid"
1609,"Melinna heterodonta","P293",37.35052087,"shallow"
326,"Melinna oculata","P294",-2.050292693,"deep"
326,"Melinna oculata","P294",31.64937815,"mid"
326,"Melinna oculata","P294",12.89106574,"shallow"
566,"Melphisana bola Cmplx","P295",NA,"deep"
566,"Melphisana bola Cmplx","P295",6.017418658,"mid"
566,"Melphisana bola Cmplx","P295",5.336580447,"shallow"
1072,"Mesochaetopterus sp","P296",NA,"deep"
1072,"Mesochaetopterus sp","P296",2.540649781,"mid"
1072,"Mesochaetopterus sp","P296",NA,"shallow"
1623,"Mesocrangon munitella","P297",NA,"deep"
1623,"Mesocrangon munitella","P297",NA,"mid"
1623,"Mesocrangon munitella","P297",4.710339099,"shallow"
874,"Mesolamprops bispinosus","P298",NA,"deep"
874,"Mesolamprops bispinosus","P298",-0.678327752,"mid"
874,"Mesolamprops bispinosus","P298",NA,"shallow"
1310,"Metaphoxus frequens","P299",4.998790636,"deep"
1310,"Metaphoxus frequens","P299",12.34413645,"mid"
1310,"Metaphoxus frequens","P299",20.06901074,"shallow"
252,"Metasychis disparidentatus","P300",14.04291142,"deep"
252,"Metasychis disparidentatus","P300",11.83671469,"mid"
252,"Metasychis disparidentatus","P300",9.369626141,"shallow"
561,"Metopa dawsoni","P301",NA,"deep"
561,"Metopa dawsoni","P301",-21.61745555,"mid"
561,"Metopa dawsoni","P301",NA,"shallow"
342,"Micropodarke dubia","P302",NA,"deep"
342,"Micropodarke dubia","P302",54.97026603,"mid"
342,"Micropodarke dubia","P302",50.54668236,"shallow"
164,"Microspio pigmentata","P303",2.42337762,"deep"
164,"Microspio pigmentata","P303",0.004733949,"mid"
164,"Microspio pigmentata","P303",NA,"shallow"
640,"Modiolus sp","P304",NA,"deep"
640,"Modiolus sp","P304",43.20560275,"mid"
640,"Modiolus sp","P304",48.52629068,"shallow"
1223,"Modiolus rectus","P304",NA,"deep"
1223,"Modiolus rectus","P304",43.20560275,"mid"
1223,"Modiolus rectus","P304",48.52629068,"shallow"
2414,"Modiolatus neglectus","P304",NA,"deep"
2414,"Modiolatus neglectus","P304",43.20560275,"mid"
2414,"Modiolatus neglectus","P304",48.52629068,"shallow"
2807,"Modiolus sacculifer","P304",NA,"deep"
2807,"Modiolus sacculifer","P304",43.20560275,"mid"
2807,"Modiolus sacculifer","P304",48.52629068,"shallow"
195,"Molpadia intermedia","P305",8.241980915,"deep"
195,"Molpadia intermedia","P305",-13.40339476,"mid"
195,"Molpadia intermedia","P305",NA,"shallow"
376,"Hartmanodes hartmanae","P306",12.32330058,"deep"
376,"Hartmanodes hartmanae","P306",-0.930244318,"mid"
376,"Hartmanodes hartmanae","P306",1.26638972,"shallow"
424,"Deflexilodes norvegicus","P306",12.32330058,"deep"
424,"Deflexilodes norvegicus","P306",-0.930244318,"mid"
424,"Deflexilodes norvegicus","P306",1.26638972,"shallow"
455,"Monoculodes emarginatus","P306",12.32330058,"deep"
455,"Monoculodes emarginatus","P306",-0.930244318,"mid"
455,"Monoculodes emarginatus","P306",1.26638972,"shallow"
540,"Monoculodes sp","P306",12.32330058,"deep"
540,"Monoculodes sp","P306",-0.930244318,"mid"
540,"Monoculodes sp","P306",1.26638972,"shallow"
1813,"Hartmanodes sp SD1","P306",12.32330058,"deep"
1813,"Hartmanodes sp SD1","P306",-0.930244318,"mid"
1813,"Hartmanodes sp SD1","P306",1.26638972,"shallow"
2160,"Deflexilodes enigmaticus","P306",12.32330058,"deep"
2160,"Deflexilodes enigmaticus","P306",-0.930244318,"mid"
2160,"Deflexilodes enigmaticus","P306",1.26638972,"shallow"
2476,"Monoculodes latissimanus","P306",12.32330058,"deep"
2476,"Monoculodes latissimanus","P306",-0.930244318,"mid"
2476,"Monoculodes latissimanus","P306",1.26638972,"shallow"
2490,"Monoculodes glyconicus","P306",12.32330058,"deep"
2490,"Monoculodes glyconicus","P306",-0.930244318,"mid"
2490,"Monoculodes glyconicus","P306",1.26638972,"shallow"
2584,"Hartmanodes sp","P306",12.32330058,"deep"
2584,"Hartmanodes sp","P306",-0.930244318,"mid"
2584,"Hartmanodes sp","P306",1.26638972,"shallow"
356,"Mooreonuphis nebulosa","P307",-34.38379541,"deep"
356,"Mooreonuphis nebulosa","P307",4.455329461,"mid"
356,"Mooreonuphis nebulosa","P307",-2.828131944,"shallow"
1134,"Mooreonuphis stigmatis","P308",-32.40943032,"deep"
1134,"Mooreonuphis stigmatis","P308",-35.36365206,"mid"
1134,"Mooreonuphis stigmatis","P308",NA,"shallow"
1760,"Mooreonuphis segmentispadix","P308",-32.40943032,"deep"
1760,"Mooreonuphis segmentispadix","P308",-35.36365206,"mid"
1760,"Mooreonuphis segmentispadix","P308",NA,"shallow"
1762,"Mooreonuphis exigua","P308",-32.40943032,"deep"
1762,"Mooreonuphis exigua","P308",-35.36365206,"mid"
1762,"Mooreonuphis exigua","P308",NA,"shallow"
1797,"Mooreonuphis sp SD1","P308",-32.40943032,"deep"
1797,"Mooreonuphis sp SD1","P308",-35.36365206,"mid"
1797,"Mooreonuphis sp SD1","P308",NA,"shallow"
1986,"Mooreonuphis sp SD2","P308",-32.40943032,"deep"
1986,"Mooreonuphis sp SD2","P308",-35.36365206,"mid"
1986,"Mooreonuphis sp SD2","P308",NA,"shallow"
349,"Mooresamytha bioculata","P309",20.77150196,"deep"
349,"Mooresamytha bioculata","P309",19.79139148,"mid"
349,"Mooresamytha bioculata","P309",13.04593243,"shallow"
831,"Munnogonium tillerae","P310",NA,"deep"
831,"Munnogonium tillerae","P310",-5.684011081,"mid"
831,"Munnogonium tillerae","P310",NA,"shallow"
32,"Myriochele striolata","P311",-2.632939903,"deep"
32,"Myriochele striolata","P311",-3.22101506,"mid"
32,"Myriochele striolata","P311",-2.075254744,"shallow"
198,"Myriochele gracilis","P311",-2.632939903,"deep"
198,"Myriochele gracilis","P311",-3.22101506,"mid"
198,"Myriochele gracilis","P311",-2.075254744,"shallow"
330,"Myriochele sp","P311",-2.632939903,"deep"
330,"Myriochele sp","P311",-3.22101506,"mid"
330,"Myriochele sp","P311",-2.075254744,"shallow"
497,"Galathowenia pygidialis","P311",-2.632939903,"deep"
497,"Galathowenia pygidialis","P311",-3.22101506,"mid"
497,"Galathowenia pygidialis","P311",-2.075254744,"shallow"
53,"Myriowenia californiensis","P312",NA,"deep"
53,"Myriowenia californiensis","P312",-15.83529996,"mid"
53,"Myriowenia californiensis","P312",NA,"shallow"
608,"Kurtiella coani","P313",51.63272568,"deep"
608,"Kurtiella coani","P313",59.19916384,"mid"
608,"Kurtiella coani","P313",45.57539881,"shallow"
639,"Kurtiella tumida","P313",51.63272568,"deep"
639,"Kurtiella tumida","P313",59.19916384,"mid"
639,"Kurtiella tumida","P313",45.57539881,"shallow"
700,"Kurtiella grippi","P313",51.63272568,"deep"
700,"Kurtiella grippi","P313",59.19916384,"mid"
700,"Kurtiella grippi","P313",45.57539881,"shallow"
884,"Kurtiella mortoni","P313",51.63272568,"deep"
884,"Kurtiella mortoni","P313",59.19916384,"mid"
884,"Kurtiella mortoni","P313",45.57539881,"shallow"
885,"Kurtiella compressa","P313",51.63272568,"deep"
885,"Kurtiella compressa","P313",59.19916384,"mid"
885,"Kurtiella compressa","P313",45.57539881,"shallow"
2356,"Kurtiella pedroana","P313",51.63272568,"deep"
2356,"Kurtiella pedroana","P313",59.19916384,"mid"
2356,"Kurtiella pedroana","P313",45.57539881,"shallow"
2654,"Kurtiella sp C","P313",51.63272568,"deep"
2654,"Kurtiella sp C","P313",59.19916384,"mid"
2654,"Kurtiella sp C","P313",45.57539881,"shallow"
2688,"Kurtiella sp","P313",51.63272568,"deep"
2688,"Kurtiella sp","P313",59.19916384,"mid"
2688,"Kurtiella sp","P313",45.57539881,"shallow"
1020,"Myxicola sp","P314",NA,"deep"
1020,"Myxicola sp","P314",0.132528822,"mid"
1020,"Myxicola sp","P314",NA,"shallow"
2319,"Caesia fossatus","P315",NA,"deep"
2319,"Caesia fossatus","P315",NA,"mid"
2319,"Caesia fossatus","P315",25.06144623,"shallow"
1778,"Hinea insculpta","P316",104.990875,"deep"
1778,"Hinea insculpta","P316",NA,"mid"
1778,"Hinea insculpta","P316",NA,"shallow"
1102,"Hima mendica","P317",NA,"deep"
1102,"Hima mendica","P317",138.799366,"mid"
1102,"Hima mendica","P317",118.2539708,"shallow"
637,"Caesia perpinguis","P318",77.21432531,"deep"
637,"Caesia perpinguis","P318",42.87676536,"mid"
637,"Caesia perpinguis","P318",26.08031522,"shallow"
412,"Neastacilla californica","P319",NA,"deep"
412,"Neastacilla californica","P319",10.46244521,"mid"
412,"Neastacilla californica","P319",20.585869,"shallow"
502,"Nebalia pugettensis Cmplx","P320",NA,"deep"
502,"Nebalia pugettensis Cmplx","P320",26.04355402,"mid"
502,"Nebalia pugettensis Cmplx","P320",-2.995329348,"shallow"
1424,"Nebalia daytoni","P320",NA,"deep"
1424,"Nebalia daytoni","P320",26.04355402,"mid"
1424,"Nebalia daytoni","P320",-2.995329348,"shallow"
1667,"Nebalia sp","P320",NA,"deep"
1667,"Nebalia sp","P320",26.04355402,"mid"
1667,"Nebalia sp","P320",-2.995329348,"shallow"
636,"Nemocardium centifilosum","P321",-5.530190096,"deep"
636,"Nemocardium centifilosum","P321",-38.96670257,"mid"
636,"Nemocardium centifilosum","P321",NA,"shallow"
1110,"Neocrangon zacae","P322",NA,"deep"
1110,"Neocrangon zacae","P322",-14.63180888,"mid"
1110,"Neocrangon zacae","P322",NA,"shallow"
875,"Neomysis kadiakensis","P323",NA,"deep"
875,"Neomysis kadiakensis","P323",11.08429672,"mid"
875,"Neomysis kadiakensis","P323",-2.226782586,"shallow"
297,"Neosabellaria cementarium","P324",NA,"deep"
297,"Neosabellaria cementarium","P324",11.0318924,"mid"
297,"Neosabellaria cementarium","P324",16.79082569,"shallow"
519,"Neotrypaea sp","P325",4.892888931,"deep"
519,"Neotrypaea sp","P325",38.8534078,"mid"
519,"Neotrypaea sp","P325",45.03495813,"shallow"
1221,"Neotrypaea gigas","P325",4.892888931,"deep"
1221,"Neotrypaea gigas","P325",38.8534078,"mid"
1221,"Neotrypaea gigas","P325",45.03495813,"shallow"
247,"Nephtys caecoides","P326",24.56645556,"deep"
247,"Nephtys caecoides","P326",32.78211413,"mid"
247,"Nephtys caecoides","P326",8.179997241,"shallow"
76,"Bipalponephtys cornuta","P327",51.34704278,"deep"
76,"Bipalponephtys cornuta","P327",54.36793488,"mid"
76,"Bipalponephtys cornuta","P327",65.2157657,"shallow"
246,"Nephtys ferruginea","P328",15.7914796,"deep"
246,"Nephtys ferruginea","P328",23.5245141,"mid"
246,"Nephtys ferruginea","P328",75.9680568,"shallow"
157,"Nereiphylla sp 2","P329",23.66852096,"deep"
157,"Nereiphylla sp 2","P329",12.69076437,"mid"
157,"Nereiphylla sp 2","P329",22.18482246,"shallow"
341,"Nereis latescens","P330",NA,"deep"
341,"Nereis latescens","P330",NA,"mid"
341,"Nereis latescens","P330",-3.104799564,"shallow"
77,"Nereis sp A","P331",66.54316361,"deep"
77,"Nereis sp A","P331",71.74661089,"mid"
77,"Nereis sp A","P331",46.22858951,"shallow"
635,"Glossaulax reclusianus","P332",54.23314643,"deep"
635,"Glossaulax reclusianus","P332",57.13686365,"mid"
635,"Glossaulax reclusianus","P332",29.66979153,"shallow"
538,"Nicippe tumida","P333",4.317000833,"deep"
538,"Nicippe tumida","P333",-26.90124175,"mid"
538,"Nicippe tumida","P333",NA,"shallow"
848,"Ninoe tridentata","P334",41.57715311,"deep"
848,"Ninoe tridentata","P334",23.23426302,"mid"
848,"Ninoe tridentata","P334",42.01796386,"shallow"
2823,"Ninoe palmata","P334",41.57715311,"deep"
2823,"Ninoe palmata","P334",23.23426302,"mid"
2823,"Ninoe palmata","P334",42.01796386,"shallow"
902,"Notocirrus californiensis","P335",NA,"deep"
902,"Notocirrus californiensis","P335",4.527492047,"mid"
902,"Notocirrus californiensis","P335",-1.276255624,"shallow"
95,"Notomastus lineatus","P336",54.13417922,"deep"
95,"Notomastus lineatus","P336",96.8649181,"mid"
95,"Notomastus lineatus","P336",73.85794779,"shallow"
214,"Notomastus sp","P336",54.13417922,"deep"
214,"Notomastus sp","P336",96.8649181,"mid"
214,"Notomastus sp","P336",73.85794779,"shallow"
350,"Notomastus magnus","P336",54.13417922,"deep"
350,"Notomastus magnus","P336",96.8649181,"mid"
350,"Notomastus magnus","P336",73.85794779,"shallow"
1173,"Notomastus sp A","P336",54.13417922,"deep"
1173,"Notomastus sp A","P336",96.8649181,"mid"
1173,"Notomastus sp A","P336",73.85794779,"shallow"
1543,"Notomastus latericeus","P336",54.13417922,"deep"
1543,"Notomastus latericeus","P336",96.8649181,"mid"
1543,"Notomastus latericeus","P336",73.85794779,"shallow"
2179,"Notomastus sp SD2","P336",54.13417922,"deep"
2179,"Notomastus sp SD2","P336",96.8649181,"mid"
2179,"Notomastus sp SD2","P336",73.85794779,"shallow"
2215,"Notomastus sp SD1","P336",54.13417922,"deep"
2215,"Notomastus sp SD1","P336",96.8649181,"mid"
2215,"Notomastus sp SD1","P336",73.85794779,"shallow"
2457,"Notomastus sp SD3","P336",54.13417922,"deep"
2457,"Notomastus sp SD3","P336",96.8649181,"mid"
2457,"Notomastus sp SD3","P336",73.85794779,"shallow"
41,"Notoproctus pacificus","P337",NA,"deep"
41,"Notoproctus pacificus","P337",-31.14479301,"mid"
41,"Notoproctus pacificus","P337",NA,"shallow"
634,"Nuculana hamata","P338",16.82244169,"deep"
634,"Nuculana hamata","P338",19.53525469,"mid"
634,"Nuculana hamata","P338",13.45866887,"shallow"
688,"Nuculana taphria","P338",16.82244169,"deep"
688,"Nuculana taphria","P338",19.53525469,"mid"
688,"Nuculana taphria","P338",13.45866887,"shallow"
1303,"Nuculana sp A","P338",16.82244169,"deep"
1303,"Nuculana sp A","P338",19.53525469,"mid"
1303,"Nuculana sp A","P338",13.45866887,"shallow"
1335,"Saccella penderi","P338",16.82244169,"deep"
1335,"Saccella penderi","P338",19.53525469,"mid"
1335,"Saccella penderi","P338",13.45866887,"shallow"
1340,"Nuculana sp","P338",16.82244169,"deep"
1340,"Nuculana sp","P338",19.53525469,"mid"
1340,"Nuculana sp","P338",13.45866887,"shallow"
2432,"Nuculana conceptionis","P338",16.82244169,"deep"
2432,"Nuculana conceptionis","P338",19.53525469,"mid"
2432,"Nuculana conceptionis","P338",13.45866887,"shallow"
2439,"Nuculana sp B","P338",16.82244169,"deep"
2439,"Nuculana sp B","P338",19.53525469,"mid"
2439,"Nuculana sp B","P338",13.45866887,"shallow"
2,"Odontosyllis phosphorea","P339",NA,"deep"
2,"Odontosyllis phosphorea","P339",38.64416457,"mid"
2,"Odontosyllis phosphorea","P339",31.01104455,"shallow"
633,"Odostomia sp","P340",26.88220063,"deep"
633,"Odostomia sp","P340",30.06751168,"mid"
633,"Odostomia sp","P340",26.95195398,"shallow"
747,"Odostomia sp SD1","P340",26.88220063,"deep"
747,"Odostomia sp SD1","P340",30.06751168,"mid"
747,"Odostomia sp SD1","P340",26.95195398,"shallow"
749,"Chrysallida eucosmia","P340",26.88220063,"deep"
749,"Chrysallida eucosmia","P340",30.06751168,"mid"
749,"Chrysallida eucosmia","P340",26.95195398,"shallow"
974,"Odostomia astricta","P340",26.88220063,"deep"
974,"Odostomia astricta","P340",30.06751168,"mid"
974,"Odostomia astricta","P340",26.95195398,"shallow"
877,"Ogyrides sp A","P341",NA,"deep"
877,"Ogyrides sp A","P341",NA,"mid"
877,"Ogyrides sp A","P341",-14.1831849,"shallow"
632,"Callianax baetica","P342",NA,"deep"
632,"Callianax baetica","P342",76.63601655,"mid"
632,"Callianax baetica","P342",37.51752705,"shallow"
22,"Onuphis iridescens","P343",35.69446592,"deep"
22,"Onuphis iridescens","P343",29.72580301,"mid"
22,"Onuphis iridescens","P343",19.2449182,"shallow"
355,"Onuphis sp A","P343",35.69446592,"deep"
355,"Onuphis sp A","P343",29.72580301,"mid"
355,"Onuphis sp A","P343",19.2449182,"shallow"
1099,"Onuphis elegans","P343",35.69446592,"deep"
1099,"Onuphis elegans","P343",29.72580301,"mid"
1099,"Onuphis elegans","P343",19.2449182,"shallow"
151,"Ophelia pulchella","P344",NA,"deep"
151,"Ophelia pulchella","P344",NA,"mid"
151,"Ophelia pulchella","P344",-20.36807977,"shallow"
233,"Ophelina acuminata","P345",-11.9910741,"deep"
233,"Ophelina acuminata","P345",-1.596770219,"mid"
233,"Ophelina acuminata","P345",1.863987761,"shallow"
758,"Ophiodermella inermis","P346",NA,"deep"
758,"Ophiodermella inermis","P346",-2.908526387,"mid"
758,"Ophiodermella inermis","P346",7.143469207,"shallow"
1545,"Ophiodermella sp","P346",NA,"deep"
1545,"Ophiodermella sp","P346",-2.908526387,"mid"
1545,"Ophiodermella sp","P346",7.143469207,"shallow"
796,"Ophiura luetkenii","P347",-21.8499483,"deep"
796,"Ophiura luetkenii","P347",-7.50562025,"mid"
796,"Ophiura luetkenii","P347",NA,"shallow"
795,"Ophiuroconis bispinosa","P348",-26.67259206,"deep"
795,"Ophiuroconis bispinosa","P348",-17.01899528,"mid"
795,"Ophiuroconis bispinosa","P348",-2.445118918,"shallow"
437,"Opisa tridentata","P350",2.663963638,"deep"
437,"Opisa tridentata","P350",-5.919608467,"mid"
437,"Opisa tridentata","P350",NA,"shallow"
1083,"Orchomene anaquelus","P351",NA,"deep"
1083,"Orchomene anaquelus","P351",7.753407408,"mid"
1083,"Orchomene anaquelus","P351",23.11840507,"shallow"
1084,"Orchomenella decipiens","P352",11.6144463,"deep"
1084,"Orchomenella decipiens","P352",8.606873676,"mid"
1084,"Orchomenella decipiens","P352",33.45238432,"shallow"
1265,"Orchomenella pacifica","P353",-31.48856594,"deep"
1265,"Orchomenella pacifica","P353",NA,"mid"
1265,"Orchomenella pacifica","P353",NA,"shallow"
1133,"Orchomenella pinguis","P354",NA,"deep"
1133,"Orchomenella pinguis","P354",29.91965542,"mid"
1133,"Orchomenella pinguis","P354",NA,"shallow"
911,"Orthopagurus minimus","P355",NA,"deep"
911,"Orthopagurus minimus","P355",22.82493554,"mid"
911,"Orthopagurus minimus","P355",13.58685544,"shallow"
321,"Owenia collaris","P356",NA,"deep"
321,"Owenia collaris","P356",24.70498179,"mid"
321,"Owenia collaris","P356",-9.305262724,"shallow"
2463,"Owenia johnsoni","P356",NA,"deep"
2463,"Owenia johnsoni","P356",24.70498179,"mid"
2463,"Owenia johnsoni","P356",-9.305262724,"shallow"
486,"Oxyurostylis pacifica","P357",NA,"deep"
486,"Oxyurostylis pacifica","P357",25.72251419,"mid"
486,"Oxyurostylis pacifica","P357",-5.665483685,"shallow"
868,"Pachynus barnardi","P358",-19.41325132,"deep"
868,"Pachynus barnardi","P358",23.33091217,"mid"
868,"Pachynus barnardi","P358",16.30498218,"shallow"
563,"Paguristes bakeri","P359",NA,"deep"
563,"Paguristes bakeri","P359",55.64245291,"mid"
563,"Paguristes bakeri","P359",NA,"shallow"
518,"Paguristes turgidus","P360",NA,"deep"
518,"Paguristes turgidus","P360",36.46665042,"mid"
518,"Paguristes turgidus","P360",NA,"shallow"
369,"Pagurus sp","P361",NA,"deep"
369,"Pagurus sp","P361",78.62023257,"mid"
369,"Pagurus sp","P361",119.1273247,"shallow"
1206,"Pagurus spilocarpus","P361",NA,"deep"
1206,"Pagurus spilocarpus","P361",78.62023257,"mid"
1206,"Pagurus spilocarpus","P361",119.1273247,"shallow"
1472,"Pagurus redondoensis","P361",NA,"deep"
1472,"Pagurus redondoensis","P361",78.62023257,"mid"
1472,"Pagurus redondoensis","P361",119.1273247,"shallow"
1974,"Pagurus armatus","P361",NA,"deep"
1974,"Pagurus armatus","P361",78.62023257,"mid"
1974,"Pagurus armatus","P361",119.1273247,"shallow"
2485,"Pagurus hartae","P361",NA,"deep"
2485,"Pagurus hartae","P361",78.62023257,"mid"
2485,"Pagurus hartae","P361",119.1273247,"shallow"
2715,"Pagurus quaylei","P361",NA,"deep"
2715,"Pagurus quaylei","P361",78.62023257,"mid"
2715,"Pagurus quaylei","P361",119.1273247,"shallow"
1493,"Paleanotus bellis","P362",NA,"deep"
1493,"Paleanotus bellis","P362",NA,"mid"
1493,"Paleanotus bellis","P362",4.532749053,"shallow"
680,"Pandora bilirata","P363",NA,"deep"
680,"Pandora bilirata","P363",-10.83429628,"mid"
680,"Pandora bilirata","P363",NA,"shallow"
340,"Paradiopatra parva","P365",11.83211182,"deep"
340,"Paradiopatra parva","P365",-21.64215561,"mid"
340,"Paradiopatra parva","P365",10.70258497,"shallow"
971,"Paradoneis eliasoni","P366",NA,"deep"
971,"Paradoneis eliasoni","P366",-12.0936372,"mid"
971,"Paradoneis eliasoni","P366",NA,"shallow"
2045,"Paradoneis sp","P366",NA,"deep"
